"Ticket ID","Subject","Full_Ticket_Text","Issue Type","Assigned Team","Severity"
430,"Web browser displaying old cached content","The web browser is stubbornly displaying an old version of the company website, even after clearing the local cache. Possible proxy caching issue.","Software","Application Support","Medium"
431,"Missing screw/foot on desktop PC","One of the rubber feet/screws is missing from the bottom of my desktop tower, causing it to wobble and vibrate loudly.","Hardware","Desktop Support","Low"
432,"Account needs to be moved to different OU","User S. Jones needs their Active Directory account moved from the 'Marketing' Organizational Unit (OU) to the 'Sales' OU for GPO application.","Account/Access","Security & Access","Low"
433,"Unusual connection attempts to retired server","Network logs show a high number of connection attempts to a server (SRV-OLD-01) that was decommissioned last month. Security concern.","Network","Networking","Medium"
434,"ETL process running extremely slow","The nightly ETL job is taking 8 hours to complete instead of 2 hours. This is impacting the downstream reporting window. Needs performance tuning.","Database","Database Ops","Medium"
435,"Adobe Photoshop not recognizing graphics card","Adobe Photoshop is reporting that it cannot utilize the installed graphics card (NVIDIA) and is falling back to slow software rendering.","Software","Application Support","Medium"
436,"Printer paper feed roller damaged","The paper feed roller on the network printer is damaged and is constantly causing paper jams. Physical repair or replacement is needed.","Hardware","Desktop Support","Medium"
437,"Need permission to install network monitoring tool","I require administrative access to install a network packet analysis tool (Wireshark) for troubleshooting on my local machine.","Account/Access","Security & Access","Low"
438,"Network switch firmware update failure","The automated firmware update on a stack of network switches failed, leaving them in a non-functional state. Manual recovery required.","Network","Networking","Critical"
439,"Database server time zone misconfiguration","The database server's time zone is incorrectly set, causing all time-stamped entries to be off by 4 hours. Critical for compliance.","Database","Database Ops","Critical"
440,"MS Visio license key error","When launching Visio, I get an error stating the product key is invalid or has expired. I need my license re-validated.","Software","Application Support","Low"
